Topic,Word,Tweets
20,real,"Pieland is the real deal. Created by a truly genuine team. Not often can you trust an NFT project. Haven’t sweated this one once. The art, the discord community the puns. It’s all great. You can also tell this group knows how to market a project and thinks outside the box!"
20,real,@y7825884 @2010svideo Ur free + im conning you + ez elim points for me + pr check + ur bad + ratio Oh really? Did you know you I have an essay due tonight and I need help with my essay and it's about metamask lost wallet hacked coinbase opensea NFT binance trust wallet designer thumbnails
20,case,"i wrote about one of my favorite NFT projects: @crypto_coven

the sense of community among witches and their commitment to inclusivity really showcases a side of the web3 space that needs to get more attention

let's follow the covens lead and priortize accessibility &amp; community"
20,case,"The complete and INCLUSIVE case of the collab: this person's work is literally out-of-this-world! NFT event fabulouso!

https://t.co/knRejfQ4vC"
20,ppl,"https://t.co/jAACydrmBZ 🔥

💰 100M Supply Max

✅ Tokenomics
✅ Rug proof &amp; Dev wallet 🔐
✅ Customer Service 📞
✅ Dessert Finance audited
🪟 Transparent Team
🤑 #BankerDoge staking
💧 #dogedrinks Exclusive drink
🎮 #gamesintuk Game in dev

#Crypto #doge2 #NFT #gaming #SHIB https://t.co/bPdFYeg4ZE"
20,ppl,"rip to everyone who fell for 6ix9ine’s nft scam lol after the lil uzi rug pull, i knew never to trust celeb nfts that aren’t run by legitimate artists or celebs who openly engaged w the nft community for awhile. crazy how many ppl fall for these obvious scams smh😪"
20,step,"With #NFTs approaching the mainstream, it’s getting harder for new NFT collections to stand out from the crowd. Here are the steps we’ve seen successful #NFT projects nail:
-Tell a compelling story
-Set up smart contracts
-Build community
-Create fairness 
-Lasting value&amp;innovate"
20,step,"@JollyElves Yall don't want to sleep on this. Trust me!

Hey @EthereumUni if you have time would you like to step into this one and see why I invited you?

#StayJolly #12DaysofChristmas #NFTCommunity #NFTsCanDoMore #NFTs #NFT"
20,key,@LaFungnft @BAYC2745 @psychedelic_nft Transparency is key!
20,key,"@goku_nft THATS where i stay on Magic Eden’s ass. The ppl who own these marketplaces are still people. They can be greedy/fucked up as the rest of us. And trust if OS operated on ME’s launchpad type time, id be talking shit on them even more than i already do!! That last line is key!"
20,forward,"@ONTOWallet @NFTBomb @OntologyNetwork Impresive and great project. I trust this project can be successfully and I look forward to the growth and success of this project 

@razeza14
@inikanreza3 
@Jars_02

#NFTs #ONTO #NFT #ONTID"
20,forward,@Astrals_NFT Very descriptive! Looking forwards to it. Thank you for the transparency👍
20,looking,@nabeliciious @luciosurfff @rachelt_nft @catverses @Sai_Diverse @AdukaSangkelana GM..looking forward on your project serr… nice one though 👍🏻🚀👍🏻🚀👍🏻
20,looking,Always buy 2 NFT for FLIPFLIP the market or if you are short stop looking forward &amp; hold your trust project #NFTCommunity
21,new,"#Crypto and #NFT rules.

1. Don't buy your own bullshit
2. No new money is created
3. Play the long game, fast
4. Learn and you will earn
5. Don't trust anyone"
21,new,"@MerlinK @metasaurs @civickey Just watched the AMA and loved your honesty and transparency! Kudos for coming out to intro yourself and congrats on @metasaurs ! I'm new to this NFT space but  loving the community. 

Will camp during your public sale and have my fingers (and toes) crossed that i'll get one!"
21,benefit,"@Aignot1 @SPEECHLESS__NFT WOW!
Thank you beyond words for taking the time to write about our project! I (@SPEECHLESS__NFT ) aim to be fully transparent and provide continued benefit to our holders and already just members within our discord as you wrote about! Thank you again!"
21,benefit,Tune in for the benefit or just for the laughter #empowerment #diversity #boardroom #excited #NFT #DAO https://t.co/ZtofYbxhKT
21,access,"@_mecyver yes!  we're passionate about a more diverse, accessible and inclusive nft space. 🎯🧩🙏 keep up the amazing work"
21,access,"@Aphex3D @BAYC2745 @psychedelic_nft It's better to stick with the wallets mentioned. As long as you have your seed phrase, you can just throw it into the metamask or trust wallet to access what you have.

I think."
21,music,Trust you wanna be in this space with the musician who is outselling ⁦@theweeknd⁩ in NFT Music Sales!! You heard that right!!!! https://t.co/8onVFs7sqA
21,music,"Monday - Investing in your hobbies? This can be surprisingly profitable. Most of our listed stock baskets, led by watches, music, golf, and football, have significantly beaten global equities. Even laggard, art, will benefit from NFT boom. #investing  https://t.co/lfcpddUx6S https://t.co/4v2CCIj6hc"
21,holder,"2/ 
- Over 10% of mint capital will be reinvested into the ShroomZ project and community.

-We value transparency which has led to us adopting Candy Machine for complete on-chain transparency.

- ShroomZ holders will be given exclusive membership access and content."
21,holder,"7/ Blockchain Metrics: There are 21k+ unique holders of the @adidasoriginals NFT. There was a 21.9 ETH mutant sale today! The ecosystem is diverse with assets at various price ranges. And new people are joining the community every day. 

https://t.co/iqKjXPCrWe"
21,fair,"❓❓❓ What problems does TrustVibes solve? 

✔ Creators do not receive fair rewards for work. 
✔ Distribution of rewards for authors is not transparent. 
✔ NFT is a great opportunity, thanks to transparency of blockchain, to record your work in blockchain and get income. https://t.co/9W1GwBla9X"
21,fair,Integration is key to success! @chainlink will provide VRF to bring fairness in Pandora Invasion #GameFi civilization game. #NFT #cryptocurrencies #Giveaways
21,set,@Royalty_NFT_ Coinbase Wallet and Trust Wallet. I split my assets. Just in case. I sent a test amount of Ether to my Ledger recently and it was a little cumbersome with the device so I’m hoping I can find more info about the Trezor and NFTs.
21,set,"Apart from OpenSea, other NFT marketplaces that boast of a varied and extensive NFT collection include Binance NFT, Rarible and Foundation. While most marketplaces offer diverse collections, some marketplaces deal in specific assets.

#nft #orbis86
https://t.co/JDY2aSno1R"
21,world,"⚠️ ""Ladies of the Past"" is a limited NFT collection. ⚠️

A collection of women inspired by the past, culture and history of ladies who have a place in history. She is created by our artist with a love for art and respect for the diversity of the world

#BinanceNFT  #NFT #NFTdrop https://t.co/q476QXMMMw"
21,world,"@kduck_nft I really love the ticketing aspect with all of its extra benefits (smart contract based). Combine it with elements like decentralized event financing (DeFi), and the event  world is looking at a bright future for artists, fans &amp; venues, who are in for fair &amp; transparent ticketing"
21,nft,"Tune in 📻 Animal Concerts and don’t be a stranger 🤪

Big things coming for Animal Concerts and you don’t want to miss what they have in store for us 🤩 

Trust, you don’t want to miss it ☝️ 

#metaverse #nft #VR #Crypto #bhanimals #music #RnB"
21,nft,"@TinyAtlasQtrly sounds like it's basically the same thing then - if i told you to go buy an nft, you'd probably do it without asking too many questions but if joe from whole foods tells you to buy an nft you'd want to dyor 😉 as you have no reason to trust joe."
21,market,It's a formation that's way above what you'd expect from a project. It's a project I trust when I make the investment that I closely follow #xpr #Protonxpr #Protonarmy #Protonians #NFTs #nft #Protonswap #DeFi #gem #loan #stake #metaverse #marketing #bitcoin #altcoin #binance⚛️💎
21,market,"Yes. Buy #mfers. This is definitely financial advice. Don't do your own research. Why waste time when you can invest in #mfers. Guaranteed returns. No correlation to stock market. Alpha through the roof, so floor price irrelevant. I am a licensed NFT advisor. Trust me."
22,trust,"@MickJayPlays @OccamRustySpoon @Beartruck1 @jasonschreier If that's the case, explain the enormous amount of art theft in the NFT community. The on-ramp for NFTs is a security hole that you can't plug, and it means that you can never fully trust the blockchain. It doesn't matter how robust your concensus is if blocks can lie."
22,trust,"@ChubertTS @veerman @shane_donohue_ @hakuwho @Libruary_NFT @nbatopshot @dallasmavs @warriors Let's agree to disagree: 

I trust in TS to strike a balance between the OG's w/ bottlenecks &amp; the new users who @nbatopshot has prioritized to collect team moments via marketing packs this way

You'll get your boost/perks! 

But collecting crap moments to get the nice✅ain't it"
22,thing,"There is a huge problem of recency bias in the nft space. 

Unless the project is BAYC, if it hasn't done anything in the past few weeks, people are tempted to forget it and just hop on to whatever is the current hot trend.

1/x"
22,thing,"@_AskNemo @garyvee Screw that guy.  The VaynerSports mint was disaster that pulled out over 25M in equity from the eth NFT market this week.   His team didn't do the simplest things like us the 721A/Azuki contract for minting, etc.   Keep him away from Cardano."
22,pull,@TheNFTWatchdog @y3ahright @Twitter @Jitcoin_ @NFTethics @rugpullfinder @cryptoShields Can we do the same for @Samd0rsey0ffice he pulled a project called Mutant Kongz and I got receipts Mike is now Sam 🤬 https://t.co/xkGJPGLXq1
22,pull,@kotreztwins14 @Naba62816117 @M3ta_Ap3 @BabyElonNFT @baseball_10_may @5kinlin @Jleast_5790 @GraphicsRaba @nft_hanan @rugpullfinder @NFTethics Speaking fact and they stil have  not answer
22,away,"@taLiMa_215 @BothTeamsNFT @NFTethics If you spent a day in the discord you would understand that they are very active, the team treats me better than most projects out there (they giveaway things like game tickets or jerseys every week). If you haven’t spent some time in there please stop spreading Misinformation"
22,away,"@AvaxGhost Thank you for the opportunity this is excellent project for the future with strong team, a transparent, planned and project

@Rahmatdony7 @CryptoAngel18
@crypto_dicky

Discord : Kingamino#2603

TG : @ Kingamino17

#NFTGiveaway #AvaxGhost #Play2earn #Giveaway #Airdrop #nft"
22,list,"@JRNYcrypto Not yet, whitelist gettins are hard and gas is insane at minting. Also missed BAYC, remember thinking about pixelbears hmmm? it was insane to pay few  K for a unknown NFT and trust everybody. would of made a mill.. bummer. So not yet!"
22,list,"Okay, @AlphaSquad_NFT listed is at 88 and fp of 1.38. 

Floor will pump soon as the value provided for holders will have diamond handers. 

seems bottomed out. I have 1 listed and 1 holding for full transparency. https://t.co/B7NEokhZI1"
22,project,"@funky_punks This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successful. 💥💥
@alokabisf1
@VictorJ17891916
@Rajneshsoni
#NFT #NFTCommunity #nftcollector #NFTGiveaways #SolanaNFT 
76UKxAFcaWFUFkywSKwwnnzxC7hqWJp6fLgV3ksQEThF"
22,project,"If you’re an influencer and you want to get into the NFT space, you don’t get in by starting your own project. You gotta buy in, hold, sweep some floors, and give back… a lot. This is money that gains you an organic trust, and pays you back in the long run."
22,said,Hope the crypto/blockchain/nft space doesn’t replicate the same bias then all other industries. This tech suppose to make real change yet I see the same old behaviour creeping in. My boy said it @marcustroy Humans gonna human.
22,said,its so crazy months ago one of yall favorites said my art as nfts was just some cool cd covers... and now im a Art Director for very big Music NFT project that drops on Monday... mane dont ever let anyone shoot you down.. Stand Tall and Mount Up.. Trust your art.
22,didnt,@Paddy_Stash @brandonmighty @iamcfw @mondoggg @DesLucrece @ZackRitchie5 @GxngYxngNFT @jakethedegen @tiffatronn @whatisrealart @grelysian @marloljohnson @ilyakazakov @osf_nft @JeyRamm @Waxbones @luispon_c @proof_xyz Thats true. 888 was also notorious for not delivering ANYTHING he tweeted out about “doing”. Just like his platform that never launched. He also didnt have a roadmap of established artists already confirmed to take part of his drops the way alphadoggg does.He just said “trust me”
22,didnt,"@NFTethics @TheSandboxGame FML

I have two Occulus sitting in a closet (Too distracted to return them yet) because FB is REQUIRED to use the platform...didnt know that before I bought the product.

I hate that Sandbox would sell to those jackals."
22,rug,"Stronger kyc process is required (as a step) to protect the community and supporters from rugs. 
Todays balloonsville lesson hopefully will be well learnt both by @MagicEden_NFT and @fractalwagmi
 
Trust must be gained back asap
#balloonsville
#NFTCommunity"
22,rug,"@NFTethics and @rugpullfinder are an embarrassment and I’m glad to tag them, let them know they tried to bring down a Goliath. The real ones never doubted you (&amp; the entire Bapes team) for a second Douglas! #TeamDouglas #bapesclan #bapesoverall #bapestakeover #vibewiththetribe"
22,say,"@CarlosR @G2esports We don't have all the info in all fairness, but you kicked down the door of 2022 saying it was your year with a video called ""Our Way"" just for ""Our Way"" to be the same copy-paste NFT project everyone is trying to do right now. kinda disappointing coming from my favorite LEC org"
22,say,@iinexon @Shelbysugarmav0 @davewetttaa @basicmaik @Sneakyrxseee @SaveVidBot Mach’s nd noch schlimmer i lost my metamask trust wallet it got hacked and i need help on my essay that i have to write and i was banned from twitter and no one is buying my nft and my instagram got hacked i am also looking for a tshirt and graphic designer and all of my nfts
23,good,@MajinDaburaOCE @Kairuxo @EmJaeCaer @PetrifyTCG But good lesson for anyone interested in getting into the space on doing research on a project team and buying into projects you trust I guess
23,good,"Great opportunity that I won't miss it because I trust this project has good prospect ,we will to the moon together

@nandar_pemimpi 
@Sandifauzan92 
@sarang_semut_

#metaverse #trias #NFT #triathon"
23,want,"@James_Glohe either we are patient and trust that they will roll it out when ready, or we get impatient and just want a mp, regardless if its a good one or not. but I don't think i have seen anywhere that ""we are never getting a mp in dec"" so if that was said would love to know where."
23,want,"Our genesis NFT began with the theme of SING. We want to be inclusive, not exclusive. 

Want utility? We are extending until May 1 an IRL gift of the 39-card Gratitude Blooming deck for all holders of at least 2 SING NFTs. Get yours today👇🏽

https://t.co/ieeiWQjgOV"
23,trust,"AFTER GETTING YOUR FISRT NFT SALE WHAT NEXT?

Today I'll tell you what you will hardly hear in those spaces, What you will hardly see on your timeline.
As a total noob just diving into Nft,
You know how to mint your nfts but trust me the work is not done 

Yet..."
23,trust,"For reasons completely separate from NFT dipshits, I don't trust people with monkey fursonas. Except orangutans. If you have an Organutan fursona I immediately trust you enough I'll give you a loaded gun aimed at me"
23,nft,"There are so many things I love about @psychedelic_nft Here are 3....
1. Transparency - Voltura goes above and beyond with being transparent. He doesn’t even need to be but he does it to bring confidence in the project.
@BAYC2745 @bxneNFT @GoldSkull_PA"
23,nft,@gami_nft trust and confidence.All In. To the moon soon.
23,member,"🚨 Announcement 🚨

#Hbarbarians, I am actively looking for team members for my #NFT project. 

There has recently been a few incidents which has tarnished the trust of the community. This is why I'm looking for genuine members that the community can trust.

1/4"
23,member,"Here are Why our NFT collection unique. 
1:- Offers exclusive community membership pass.
2:- Holders as community member have a real equity stake in the business. Hence are inline to recieve real stock in the business.
3:- It is a real legacy piece.

#newnftproject
#newNFTs
#nft"
23,win,"I'm tired of tweeting about the same topic for two days.  Every time people start following me, it freezes my #Twitter account.  But how can people trust me?  I am not a robot, no one else is using my account.
#nft #nftart #nfts #nftcollector #nftartist #nftcommunity #opensea"
23,win,@SportsCheetah hey cheetah. I understand I'm pretty late to the punkscomics project you're involved in. As a NFT noob here there are so many scammy ppl out there that it's hard to know who to trust. After following you for years I trust the stuff you do. Is there any sort of..
23,giveaway,"@CryptoTownEU ✓✓✓This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. Always be waiting.

 @BulbulMostak @Sahinkh13452908 
  @SyedRehanZakir1

#BZC #BZCarmy #NFT

#Airdrop #Crypto #Airdrops #cryptocurrency #giveaway"
23,giveaway,"This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. Always be waiting for the progress of this project. To the moon 🚀🚀🛩
 
@hana19836
@A_Amouei
@alihajihasani2

#BabyAngel #NFT #BSC #giveaway"
23,question,"If you want a chuckle. look around in this space or go out on Google and read people tying themselves into knots trying to answer ""What is an NFT?""

(But you really shouldn't ask people dropping tens of thousands of dollars on NFTs day-in-and-day-out that question. Trust me.🙂🍻)"
23,question,a really great community @diverse that takes time for your questions. 🥰 #NFT  #DIVERSE https://t.co/T7CCEMrmsl
23,join,"If you haven't joined the Discord Maasphere, what are you waiting for? Please don't pass the opportunity to be part of the most diverse project on #Solana #NFTs #NFT #crypto #Metaverse #CryptoGaming 

https://t.co/i8bju3e7OR"
23,join,"https://t.co/zJUVccrlOH
Diverse is finally here... they're already verified on twitter 😍❤️ join the community soon guys see you
#nft
#Discord 
#WAGMI 
#community 
#cryptocurrency"
23,discord,"@nft_for_life_ Say hello to Antalus’s Eeyore! Our one of a kind black #NFT cat is part of a diverse #NFTcollection that we’re currently designing specifically for you! To find out more on how to gain exclusive access to our #minecraftrserver, head to our discord: https://t.co/ybH7VejxLo #P2E https://t.co/auq14kBjRy"
23,discord,"So, @AneroVerse ‘s discord was hacked today with a fake minting site created &amp; members Eth stolen. 

But, remarkable measures taken by Anero &amp; they are refunding lost money from their own pockets. My trust in Anero remains!! Waiting for the new server!! #NFT"
24,later,@nikolaynft @fastdagod @KozyKoalasNFT @KozyKoalasNFT no doubt moonshot later this April trust!
24,later,"Next Blue Chip #nft Proiect 🚀

@spacesamoyeds 👈🏻

• real utility (monetary / non-monetary)
• Doxxed Team
• Incredible Community
• Long Term Development
• 100% Transparent NFT-onomics
• Experienced Team

If you are reading this, you are so f*cking early.

Thank me later. 😉"
24,paid,"@HolyCowsNFT @NFTethics @Mentor @NFTethics Here's your chance NFTEthics to regain some ethics yourself.  You are a paid hit piece writer at this point, especially if you do not address this and change your claims. @cerealclubnft"
24,paid,"How dev, mods and employees in a NFT project get paid? 

Is there any contract to sign?

Do both parties just trust in each other?

Is the payment made using the blockchain?"
24,selling,My criteria for selling NFTs is more rigid than buying NFTs. It isn't moral to participate and chain of custody of a worthless object. I won't profit off someone's FOMO. #nftmorals  #Christian nft ##christiancrypto
24,selling,"To five people who continue to pay attention to me on Twitter.
I'll give you 'floral' #NFT of the next 'blue floral dress' collection.
In my opinion, buying &amp; selling is not everything about the #NFT and this is a trust relationship between me and the community.
Thank you!😆"
24,creator,"so I intend to take the experience I've learned over the years to run a very transparent NFT project.

Our goal as creators is to provide as much value as we can for our holders. We’re not millionaires, we’re not mega flippers and we don’t have vast teams of influencers 

3/x"
24,creator,Switching from gender MINORITIES to gender DIVERSE NFT artists and creators after listening to a space with @betty_nft! Thank you Betty for this!  Link in bio. Please be kind and spread the word ≧❀‿❀≦ #nftwomen   #nftgenderdiverse #nftartists #nftart #welovenft https://t.co/uO4AWcPG71
24,sell,"@SCBuergel @bneiluj I think one way is to make it look a legit sale to third party w/o the fees. If you can sell an nft wo fees, even in limited high trust enviros or something, people will use it to actually sell NFTs. Which makes your sale to yourself plausibly deniable. And therefore private."
24,sell,"GM!

It's amazing seeing friends and people you admire making sales so often

Remember to be easy on yourself if your work isn't selling! This is just the beginning, the fact that we are all here is incredible

Let's keep building a space of community, inclusivity, and art!"
24,hold,"We'll help you with an introduction with the world of Web3

That's where we hold out trust and the opportunities we'll use to make you moneyyy💸

#NFT #NFTs #NFTCommunity #goUKIYO #NFTdrops #NFTartworks"
24,hold,"@HawksightCo 1️⃣ 1. Proud that I risked my stable jobe to work as an NFT flipper. Most people will not understand why this is an achievement that I am proud of
2️⃣ The transparency of holdings and passive income
3️⃣ Staking, Bot and free snipe for best projects"
24,man,"@bamidurodele1 @jalaal_tweets @cryptotrez I did the same man😂😂

Didn’t trust my phone to automatically refresh for me😂😂😂"
24,man,"@Syukryyy2 @AirdropDet @adamm54590058 @Zulaiman311 @andi_rezasyam This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. Always be waiting for the progress of this project. ✨
@adamm54590058  @Zulaiman311 
@andi_rezasyam
#Airdrops #Bitcoin  #crypto  #Blockchain #NFTTone#NFT"
24,nft,"@NFT33646826 💀 @BitSkulls 💀
➡️THE BEST NFT COLLECTION ON THE MARKET. BUYING ONE OF THESE NOW IS LIKE BUYING A CRYPTOPUNK WHEN THEY WERE FIRST RELEASED⬅️

⬇️ TRUST ME YOU DONT WANNA MISS THESE⬇️
https://t.co/InsgE5DRAc

#nftcollector #NFT #NFTCommunity #NFTshill #smartchaindrip #HKUNtoken"
24,nft,Selling an nft of my penis. You won’t be able to see it due to size but trust me it’s in the photo
24,trust,@MemerBendy locked hacked meta mask trust wallet eth nft doge shiba shib
24,trust,"Please navigate this space safely. If you don't know, find someone you can trust that can assist you.  Find a genuine community that can help you see the curves you might not be ready for. #bulltangclan #holyverse"
24,buy,"I believe in @mo_runda. Absolutely,  her images belong among any collection of fine art anywhere. We need more talent like her in the #NFT space. Congrats on your new collection of inclusive and amazing 1/1's Mo. #ipseity @opensea Truly an honor to be the 1st buyer!"
24,buy,#Bemil #NFT  #playtoearn @BemilGame You will be rich if you buy and hold Bemil... Trust me!.. https://t.co/SV9A1TxNZJ
