,Tweets,Url,User,file,followersCount,likeCount,metionedUsers,retweetCount
95365,worry diluting quality talent pool skimming hundred applicant integrated software sifting find perfect applicant suitable job,https://twitter.com/trust_recruit/status/1493971583999741952,trust_recruit,trust,17132,31,,20
95401,Dear Holders release NFT unstake Clear Chace Dapps Trust wallet go Pick WolfiLeague Click unstake,https://twitter.com/RoboWolf8/status/1493925656526082050,RoboWolf8,trust,168934,63,,31
95415,NFT Listing reward distributed way reward highquality probably getting sold easier addition audit emitted trading fee trying build trust people feel confident listing highvalue,https://twitter.com/the_x2y2/status/1493902284106915844,the_x2y2,trust,100266,12,"['acomg2005', 'YannickCrypto']",0
95418,Trust Within next hour well Resumed airdrop Shared audit report Emitted first NFT Listing Rewards Distributed WETH market fee Kept addressing feedback publicly,https://twitter.com/the_x2y2/status/1493898383471300612,the_x2y2,trust,100266,359,['YannickCrypto'],54
95419,Lowquality NFT listing claim airdrop people listed lot lowquality Thats become true OpenSea competitor right learned primarily come lack trust new doxxed officially audited,https://twitter.com/the_x2y2/status/1493898376114577409,the_x2y2,trust,100266,79,,3
95597,specific rumour know backed respect trust love wash trading stuff think security issue move feel overdone IDK Bit gamble,https://twitter.com/osf_nft/status/1493601840126124035,osf_nft,trust,175361,3,"['xthemasry', 'dingalingts']",0
95625,minting resume would become unique document platform would marketplace recruiter business Human Resources would able access unique NFT reach opportunity,https://twitter.com/trust_recruit/status/1493555699648905219,trust_recruit,trust,17132,27,,14
95649,heard latest partnership leading firm industry Read,https://twitter.com/trust_recruit/status/1493511785499951109,trust_recruit,trust,17132,28,,19
95682,sent worth Really wish could help everyone Trust process Im confident build Im glad helping accomplish Glad someone age experience take,https://twitter.com/orangie/status/1493445796720742401,orangie,trust,128210,260,"['0xDavisBlake', 'JackedApeClub']",35
96038,Thank trying pave way set standard coming start upsprojects space wanting build within need make million day trust process,https://twitter.com/farokh/status/1492871384652996608,farokh,trust,333160,74,"['osf_nft', 'RugRadio']",3
96039,Read latest article partnership leading recruitment firm industry,https://twitter.com/trust_recruit/status/1492869670357147652,trust_recruit,trust,17132,37,,18
96059,People trust themself problem NFT Ponzi scheme everyone quickly put money one doubted,https://twitter.com/ArtvisionNFT/status/1492845564051996679,ArtvisionNFT,trust,137116,1,['alter_minds'],0
96062,individual job seeker simply create profile resume NFT marketplace upload blockchain sit back allow AIengine match dream job employer,https://twitter.com/trust_recruit/status/1492838465137897476,trust_recruit,trust,17132,35,,14
96075,invest quality time effort building resume personal brand show hiring manager youll put effort brand well NFTresume,https://twitter.com/trust_recruit/status/1492810631644266496,trust_recruit,trust,17132,33,,11
96208,GM frens TWO piece left hit ETH floor next couple week unveiling biggest news ever released trust never better moment join Los Malandros right Link profile,https://twitter.com/mlndr_nft/status/1492527155003150341,mlndr_nft,trust,6553,48,,18
96243,employer either create job post job seeker apply buy NFT fraction view important resume time,https://twitter.com/trust_recruit/status/1492475073420148736,trust_recruit,trust,17132,33,,11
96474,Work smarter harder,https://twitter.com/trust_recruit/status/1491994765302579200,trust_recruit,trust,17132,29,,7
96574,Another traditional gamer throwing mark take NFT Gaming need focus educating people Trust EARLY Would love chat sometime share authentic info NFT gaming Cheers,https://twitter.com/brycent_/status/1491824603387207697,brycent_,trust,186617,49,['BikiniBodhi'],4
96833,TRT Private Token sale LIVE offering special price early participant miss,https://twitter.com/trust_recruit/status/1491371610661859338,trust_recruit,trust,17132,19,,6
96835,blockchain trust,https://twitter.com/purpledudenft/status/1491367137709281282,purpledudenft,trust,594932,698,,658
96847,Tip Day Similar company product advertise sell skill employer Marketing skill ability hiring manager help understand company benefit invest,https://twitter.com/trust_recruit/status/1491339326609068037,trust_recruit,trust,17132,18,,9
97204,mean thing running decade old database everything claim revolutionary NFT without downside system authority trust model mean original creator still adjust system wish Wow,https://twitter.com/tha_rami/status/1490683354282397697,tha_rami,trust,197729,1,['BoxLater'],0
97359,TOMORROW NFT mint Feb th pm UTC whitelist Feb th pm UTC public Synergian sale happen two website trust link,https://twitter.com/cagyjan1/status/1490426544216547331,cagyjan1,trust,105640,100,['SynergyLandGame'],19
97503,TRT token LIVE Take advantage limited get token participate Go website click,https://twitter.com/trust_recruit/status/1490301751215280135,trust_recruit,trust,17132,16,,7
97512,Deep dive program receive reward simply putting system test Read,https://twitter.com/trust_recruit/status/1490264609093152769,trust_recruit,trust,17132,18,,10
97574,BRIEF Piggy Bankers exclusive DAO COMMUNITY called SYNDICATE way join BUY OPENSEA Buy Public Mint BACOIN TRUST p join DAO discord,https://twitter.com/Azianoona/status/1490130350973997060,Azianoona,trust,97486,14,,4
97642,Ofc speak web gaming friend think scam project scam u experienced web citizen eye legit project think NFT game need earn trust web gamers,https://twitter.com/FarmerNash_/status/1490001313412763649,FarmerNash_,trust,58543,12,['brycent_'],0
97678,aim bring job seeker employersfrom walk life together help find one another seamlessly,https://twitter.com/trust_recruit/status/1489934174840524801,trust_recruit,trust,17132,16,,6
97887,trust detail trust ETH,https://twitter.com/haningwaslost/status/1489564771775291392,haningwaslost,trust,20960,18,,5
97902,trust people say NFT expert Speak many different layer expert within layer Community management Marketing Secondary market analysis Creative director list go,https://twitter.com/NFTupdate/status/1489520492210016261,NFTupdate,trust,288029,151,,21
97916,GM everyone good start make whole day one best life Lets get wok,https://twitter.com/trust_recruit/status/1489498275648802817,trust_recruit,trust,17132,14,,4
97982,brandceleb continues tie success idea event innovative new strategy genuinely participate build NFT native platform Decentraland sandbox somnum cryptovoxels etc stronger economy trust within community,https://twitter.com/DCLBlogger/status/1489359622871957511,DCLBlogger,trust,226389,37,,3
98013,Congratulations brother Really happy see get point Excited everything yet come Thanks trust let keep building together LFGGGGG,https://twitter.com/mlndr_nft/status/1489299983279042562,mlndr_nft,trust,6553,3,['elmaiselmais'],0
98014,Get ready question pleased announce next VOICE AMA th February PM UTC Rewards Pool USDT DATE Feburary TIME PM UTC VENUE,https://twitter.com/trust_recruit/status/1489298054473650181,trust_recruit,trust,17132,22,"['CryptoTalkzInfo', 'Crypto_Talkzs']",10
98036,hum sure Id trust busy NFT Jesus taking care amazing hairstyle,https://twitter.com/benitopagotto/status/1489275019087724551,benitopagotto,trust,82276,35,"['QlonedeMedici', 'RugRadio', 'farokh']",0
98049,Upgrade Nitro trust youll anyway soon,https://twitter.com/mlndr_nft/status/1489262957645033480,mlndr_nft,trust,6553,1,['uhCaribe'],0
98065,Featuring,https://twitter.com/TheSandboxGame/status/1489237606500126722,TheSandboxGame,trust,1071563,256,"['ApesofSpace_nft', 'Spores_Network', 'BlackpoolHQ', 'MadMechaMonsta', 'bears_deluxe', 'EverdreamSoft', 'bubblegumkids_', 'knightsofdegen', 'omnimorphs', 'Hex_Trust', 'BullsOnTheBlock', 'TheDiggers_io', 'multinft', 'DrinkAriZona', 'eToro', 'CryptoFoxesNFT']",54
98125,know job search website US alone Building strong online network help find hidden opportunity become successful sooner,https://twitter.com/trust_recruit/status/1489118667044364289,trust_recruit,trust,17132,15,,5
98226,DONT BUY NFT READ NFT volume time high Every day another bluechip project k discord member emerges know team trust whether flip hodl NFT need understand one thing,https://twitter.com/ohhshiny/status/1488931311351857152,ohhshiny,trust,155911,5203,,1510
98232,Okay folk got another warn one come depth fuck care weighing shame whatsoever Fighting Pit as please unfollow trust judgement Explanation comment,https://twitter.com/TheLordofAi/status/1488924199498534913,TheLordofAi,trust,11475,22,['NidaEth'],4
98251,hoped answered question concern LIVE AMA today Thank joining please tweet u feedback question missed,https://twitter.com/trust_recruit/status/1488897497988841479,trust_recruit,trust,17132,26,,13
98258,heard news TRT token LIVE looking chance part world first blockchaincertified AImatched community,https://twitter.com/trust_recruit/status/1488891372853628934,trust_recruit,trust,17132,22,,10
98352,MINT LIVE Sold Rebuilt Trust Updated Roadmap Low Gas Contract Lets celebrate partnership together Everyone mint point forward entered drawing free drop PunkX Lets Gooooo,https://twitter.com/PunkXnft/status/1488701723707326465,PunkXnft,trust,21594,135,,105
98364,PIGGY BANKERS MINT TOMORROW PRESALES EST PM CET PUBLIC PM EST PM CET JOIN crew late JOIN CREW BACON TRUST,https://twitter.com/Azianoona/status/1488683317536825347,Azianoona,trust,97486,302,['piggybankersNFT'],315
98540,TRT token LIVE Take advantage limited get token participate Go website click,https://twitter.com/trust_recruit/status/1488407782206296064,trust_recruit,trust,17132,43,,21
98546,GM community Hows job hunt,https://twitter.com/trust_recruit/status/1488400936556908544,trust_recruit,trust,17132,41,,13
98704,Turning Blockchainbased NFT could best showcase fully verified untampered safe secure professional information completely trusted,https://twitter.com/trust_recruit/status/1488142778345222146,trust_recruit,trust,17132,66,,34
98722,Hello Community Today reached k tweet account promoting thousand moment trust k follower promote amazing Thank artist supported project,https://twitter.com/collect0r_nft/status/1488106075949879296,collect0r_nft,trust,48632,48,,2
98864,contest bro read win trust,https://twitter.com/TheLordofAi/status/1487838132280176646,TheLordofAi,trust,11475,1,['bardz232'],0
98875,Project Update pm EST making announcement Discord worked tirelessly week build back trust community build future Please u join u,https://twitter.com/PunkXnft/status/1487821961707376640,PunkXnft,trust,21594,132,['hollywood777eth'],94
98896,Good morning start today fire Lets go last day low price CELEB APES one fan Goku Ultra Instinct eth Another CELEB Authentic Originals sold yesterday Trust wont last,https://twitter.com/TheLordofAi/status/1487781327973851137,TheLordofAi,trust,11475,26,['Goku'],10
98917,current job search portal currently bn growing beginning expect reach bn,https://twitter.com/trust_recruit/status/1487738283383668740,trust_recruit,trust,17132,136,,87
98942,Day ape Still active Still loving Still feel early despite floor celebs Yes added ape family trust daughter Im anywhere lifetime Wagmi Join u,https://twitter.com/jmt_nft/status/1487657027769884673,jmt_nft,trust,31242,1,['LoBo_301'],0
98985,update project detail logo today reissued shiny new KYC Lets continue build community trust together pxt,https://twitter.com/AssureDefi/status/1487527039234199553,AssureDefi,trust,13393,230,['projectxnodes'],77
99054,opportunity doesnt knock build door,https://twitter.com/trust_recruit/status/1487395100808286212,trust_recruit,trust,17132,254,,168
99133,NFT gaming content creator consistently uploads k sub please comment check channel fucking win Trust,https://twitter.com/cagyjan1/status/1487202235113222144,cagyjan1,trust,105640,68,,7
99180,Partnering Guilds two system allow guild scholarship integrated seamlessly game traditional scholarship system collateralfree trustless lending system automatic loot split,https://twitter.com/GalaxyFight_NFT/status/1487130834381406208,GalaxyFight_NFT,trust,94341,96,,25
99274,Read latest article address unstructured gap recruitment industry Blockchain certified AI matched Trusted NFT resume marketplace,https://twitter.com/trust_recruit/status/1486972313102950401,trust_recruit,trust,17132,103,,66
99297,Q roadmap includes Token Sales Platform Live Product Marketing Begins Token Private Sale PreSale Concludes Continued,https://twitter.com/trust_recruit/status/1486924908945117186,trust_recruit,trust,17132,73,,42
99412,actually found NFT project trust sea scames like guy fulfill criterion looking project Im comfortable recommending,https://twitter.com/thetitanborn/status/1486776126567559178,thetitanborn,trust,87035,33,,5
99502,current job search portal currently bn growing beginning expect reach bn,https://twitter.com/trust_recruit/status/1486655230779527170,trust_recruit,trust,17132,50,,33
99543,hope majority impatient people NFT space turn patient one project cannot keep pumping NFT market cannot keep pumping project pump dump Stop watching floor everyminute Dont trust anyone blindly,https://twitter.com/shanicucic96/status/1486527215311351811,shanicucic96,trust,110123,90,,21
99664,Gm everyone special gm Rug Radio Membership Pass Genesis NFT holder beginning trust process let build future Web together,https://twitter.com/farokh/status/1486323304654942217,farokh,trust,333160,900,,106
99694,one key element highlight resume,https://twitter.com/trust_recruit/status/1486260829062582276,trust_recruit,trust,17132,47,,28
99703,onesizefitsall generic employment application process thing past make life easier allowing upload blockchain mint NFT buying trading,https://twitter.com/trust_recruit/status/1486245162422763523,trust_recruit,trust,17132,44,,25
99720,Founders Statement Funds creating marketing wallet making initial deposit ETH fund used promote PunkX execute plan earn back trust broader NFT community Details found Discord,https://twitter.com/PunkXnft/status/1486222055569821700,PunkXnft,trust,21594,61,,32
99721,grow get hater try drag u trust trust Dont let clout chaser stop movement LFG,https://twitter.com/CryptoKing_NFT/status/1486221935675514880,CryptoKing_NFT,trust,68443,211,,70
99827,NFT game blow fuck end Money flow many gamers hate studio love happen yes yes Trust,https://twitter.com/cagyjan1/status/1486045374473195521,cagyjan1,trust,105640,293,,41
99862,Great fking morning folk woke another foot snow today fun Brokeass Fam idea snow like trust keep way positive note sun shining beautiful outside today great day grow,https://twitter.com/TheLordofAi/status/1485983017881542664,TheLordofAi,trust,11475,23,,2
99951,Wow BAYC almost eth floor winwin situation nft space show trust strength market make people feel safe keep buying remember August like eth floor lolz,https://twitter.com/AmeerHussainn/status/1485808254387171332,AmeerHussainn,trust,246224,135,,19
100128,Meet nd th Nude ETH Peel plsto know inside variant Hypocrisy ETH Listen sweet word trust pls visit OS Love,https://twitter.com/haningwaslost/status/1485571161551679488,haningwaslost,trust,20960,257,,145
100149,know applicant actually qualified job apply Thats designed match trusted NFT resume,https://twitter.com/trust_recruit/status/1485515209695506438,trust_recruit,trust,17132,48,,35
100172,GM community Lets start week right Happy Monday,https://twitter.com/trust_recruit/status/1485454812980338693,trust_recruit,trust,17132,25,,10
100197,Real member say buy nft every hour day straight trust,https://twitter.com/nftfreaks/status/1485411440022458372,nftfreaks,trust,105128,67,['BoredApeYC'],7
100262,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1485309228969754624,haningwaslost,trust,20960,16,,4
100303,trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1485240675780395010,haningwaslost,trust,20960,2,"['NFTWithMe_', 'SamMooreNFT', 'o_zzy', 'creepy_nft']",0
100360,trust fading slowly sinking faster titanic,https://twitter.com/CryptoKing_NFT/status/1485099671915622401,CryptoKing_NFT,trust,68443,5,"['linuel2714', 'AxieInfinity']",0
100485,officially support Faralands NFT holder see hero Trust Wallet Go tab Trust Wallet Faraland visible MoonKnight tab default Make sure latest version installed Show u,https://twitter.com/faraland_io/status/1484903882119868418,faraland_io,trust,137955,30,['TrustWallet'],8
100492,read like Check potential scam could infect computer virus take NFT using wallet trust u even think crypto safe show true sucker,https://twitter.com/nftfreaks/status/1484889859751874563,nftfreaks,trust,105128,11,,0
100515,designed young talent looking perfect start experienced professional looking dream job le hassle larger guarantee success,https://twitter.com/trust_recruit/status/1484835225171492864,trust_recruit,trust,17132,27,,19
100579,Dont victim noise find susceptible market worry Twitter chatter take step away Go enjoy weekend chore avoiding whatever made choice space long term trust,https://twitter.com/goku_nft/status/1484654759269310467,goku_nft,trust,15966,15,,2
100643,fan Peaky Blinders Thomas Shelby Tom Hardy listed Opensea within hour eth Go gettem Big Gun coming next Notifications Trust,https://twitter.com/TheLordofAi/status/1484580282196017169,TheLordofAi,trust,11475,16,,6
100735,GM community Hope everyone productive day,https://twitter.com/trust_recruit/status/1484385920258232321,trust_recruit,trust,17132,29,,13
100921,Want set profile pic prized course Heres using Trust Wallet,https://twitter.com/TrustWallet/status/1484133711461466112,TrustWallet,trust,2280327,1329,['Twitter'],621
101116,Good day Brokeass family exciting stuff coming today notification want miss Trust start sending prize yesterday find random people gift NFT tocheck ur inboxes,https://twitter.com/TheLordofAi/status/1483836129346523147,TheLordofAi,trust,11475,20,,7
101216,understand influencer need remain anonymous definitely okay choice help build trust actually know real human,https://twitter.com/FarmerNash_/status/1483706285811851267,FarmerNash_,trust,58543,5,['NFT_GuRu'],0
101247,sneak peek next drop Los Malandros th drop Feb st pm EST Guest artist announced soon MENTAL trust Dont miss,https://twitter.com/mlndr_nft/status/1483627779254099970,mlndr_nft,trust,6553,34,['opensea'],13
101300,think build better WL tool Best part community build tool exist get frustration trust want everyone focus progress change,https://twitter.com/goku_nft/status/1483537175153192966,goku_nft,trust,15966,1,"['PackagedBySound', 'General_Sol']",0
101314,scam rise thats need continue space demand project owner verify identity least privately help provide trust community Stay safe always DYOR,https://twitter.com/AssureDefi/status/1483520043845627905,AssureDefi,trust,13393,11,,0
101345,big spender traditional game speculating NFT game big spender keep traditional game afloat buying skin weapon game gold ect traditional game start bleed come build follow money Trust,https://twitter.com/cagyjan1/status/1483474371184373762,cagyjan1,trust,105640,125,,14
101556,Hello Community Im happy announce reached k follower goal since beginning Im happy support trust reach mark larger community provide higher visibility artist TY,https://twitter.com/collect0r_nft/status/1483114045125402626,collect0r_nft,trust,48632,34,,7
101762,Cant believe Ive almost made eth today trading NFT Yall post NFT Projects whitelist always participate Trust make life changing money getting project,https://twitter.com/Symply_Tacha/status/1482781097062715392,Symply_Tacha,trust,1446278,2856,,482
101823,Hi DM kaput like wont find trust cant every time message every hour seems half junk thing like Hi whats NFT,https://twitter.com/nftfreaks/status/1482644800239288322,nftfreaks,trust,105128,24,,1
101963,many ever experienced pain NFT bear market Trust euphoric lol,https://twitter.com/AmeerHussainn/status/1482255680824348676,AmeerHussainn,trust,246224,221,,45
102013,function patience Whos say planet miner wont well rewarded month time Big return come patience hodling trust creator negativity someone new enter BAYC rnpx point high shit dude,https://twitter.com/osf_nft/status/1482128838536712198,osf_nft,trust,175361,3,"['Ox_Ditto', 'metahero_', 'pixelvault_', 'BYOPills', 'BoredApeYC', 'punkscomic']",0
102051,thing go bad nft space put trust mr Gary vee,https://twitter.com/AmeerHussainn/status/1482065505687150592,AmeerHussainn,trust,246224,81,,6
102098,NUDE trust everyone variant inside peel may find lot u ETH,https://twitter.com/haningwaslost/status/1481979783064211460,haningwaslost,trust,20960,23,,6
102260,Thanks grabbing yet another Malandro mean world man perfect moment ape collection right Trust thing get real crazy next month,https://twitter.com/mlndr_nft/status/1481662403993554945,mlndr_nft,trust,6553,19,['phuktep'],4
102261,dropping NFT girl hit dm eth Trust bro project blow,https://twitter.com/cagyjan1/status/1481660342803521537,cagyjan1,trust,105640,151,,16
102334,Trust see met Gary Feb plan Mark Cuban told Dirk softball charity event dug whats NFT space today wouldnt work thats far ahead wasbtw shot love guy Im confident PC,https://twitter.com/DezBryant/status/1481469499215802370,DezBryant,trust,3512980,150,,50
102394,Connect Trust Wallet claim LOOKS token check new NFT marketplace Swap iOS Android got Heres,https://twitter.com/TrustWallet/status/1481345203533406208,TrustWallet,trust,2280327,333,,79
102721,JNET trust worthy project confirmed MSB license Certik audited else need,https://twitter.com/4Jnet/status/1480696895790252034,4Jnet,trust,53696,89,,39
102785,Want build Marketplace Ready Hire Scale Sustainability Trust Safety HR Brand Partnerships Biz Development Community MGMT Engineers Devs Designers RD Contract Writers CMO CFO Policy Gov Affairs Recruiters Product Mngrs etc,https://twitter.com/EricSpivak/status/1480601126512693250,EricSpivak,trust,26074,42,,6
102811,cant trustless ledger decentralized game need able trust source information select source accept barely work normal NFT thats literally trying display JPGs,https://twitter.com/tha_rami/status/1480566666861887491,tha_rami,trust,197729,5,"['AlwaysGeeky', 'semmler', 'ShadowJaken']",0
102857,Youll glad trust,https://twitter.com/mlndr_nft/status/1480445952842477568,mlndr_nft,trust,6552,2,,0
103100,trust NFT PFP Sorry make rule,https://twitter.com/mattmedved/status/1479929452549267461,mattmedved,trust,152731,728,,50
103146,Niceeeeeee one favorite last drop excited hear got fam Thank much trust support mean world,https://twitter.com/mlndr_nft/status/1479857444901765125,mlndr_nft,trust,6552,4,"['Dope_Freak9', 'Paul_T_M']",0
103262,Artists underestimate need deploy smart contract mint work Using public collection centralized least desirable way drop art thinking long term regret decision road trust,https://twitter.com/mlndr_nft/status/1479538928160059396,mlndr_nft,trust,6552,21,,6
103274,suuuuuper simple buying NFT OpenSea using Trust Wallet fact easy literally took mom minute Heres tutorial showed,https://twitter.com/TrustWallet/status/1479502634717519875,TrustWallet,trust,2280257,507,,99
103345,many fake people content creation space genuinely suck able trust people around,https://twitter.com/CryptoKing_NFT/status/1479290887427354627,CryptoKing_NFT,trust,68443,39,,4
103386,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1479200832914558977,haningwaslost,trust,20960,12,,3
103456,wont want miss trust Important information shared future Set reminder,https://twitter.com/BAYC2745/status/1479045363784818688,BAYC2745,trust,191041,936,['psychedelic_nft'],261
103527,art speaks unique holder vibe community discord twitter action community member People trust vouching project Newdifferentmeaningful roadmap item Momentum,https://twitter.com/DataNFT_/status/1478809008081309698,DataNFT_,trust,36286,1,"['littlelauchie', 'fame_ladies', 'FangGangNFT', 'DapperDinoNFT', 'BossBeautiesNft', 'ExpansionPunks', 'CryptoMories', 'psychedelic_nft']",0
103573,got Trust amazing,https://twitter.com/betty_nft/status/1478723674941263872,betty_nft,trust,86969,17,['Raccoonnook'],0
103621,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1478598712695787520,haningwaslost,trust,20960,14,,2
103635,Announcing Series C building friendliest trusted NFT marketplace best selection across many chain funding help u accelerate product development improve trust safety invest deeply web community ecosystem,https://twitter.com/opensea/status/1478555077690343426,opensea,trust,1982121,5068,,1790
103684,Im recommend brother probably help Spanish side everything fully trust build discord,https://twitter.com/goku_nft/status/1478456136361779201,goku_nft,trust,15966,4,"['houseofnfts', 'CarolinaMillan', 'jeancarlosxyz']",0
103693,Looks sick Thank much Appreciate trust welcome family,https://twitter.com/mlndr_nft/status/1478435262107729929,mlndr_nft,trust,6552,8,,0
103733,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1478352723711979521,haningwaslost,trust,20960,28,,11
103887,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1477881962069037056,haningwaslost,trust,20960,11,,2
103891,Hi please respect reputation peer add invasive DM group think putting others worth seeing nft trust tell piss poor move didnt find hidden secret,https://twitter.com/nftfreaks/status/1477872633354113024,nftfreaks,trust,105128,30,,1
104011,reached ETH floor Still NFT space hasnt heard u quite emotional time get emotional friend family didnt trust ideavision unknown people across world became familyfriends LFG,https://twitter.com/shanicucic96/status/1477617728890421248,shanicucic96,trust,110123,245,,69
104076,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1477426164935249920,haningwaslost,trust,20960,5,,3
104093,winner k slp juice syrinx juice injection continue Trust NFT gaming Mongol,https://twitter.com/cagyjan1/status/1477374913707130885,cagyjan1,trust,105640,73,"['GodSyndrome_', 'chrstnclvria', 'LeidolfQuinn', 'jheypst']",15
104144,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1477215702700343299,haningwaslost,trust,20960,12,,5
104271,DAYS LEFT LIST PANCAKESWAP TRUST month user Supported large VC firm company exchange ecosystem Listed Jan DOWNLOAD,https://twitter.com/Vconomicsio/status/1476815974326099968,Vconomicsio,trust,44585,82,['PancakeSwap'],34
104278,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1476777773985263621,haningwaslost,trust,20960,7,,2
104323,Quite sad Nobu Ninjas rugged Discord Twitter gone showed real life event Twitter Spaces regularly part Solana NFT community Worse erodes trust cycle really know anybodies motif anymore F U NobuNinja,https://twitter.com/SOLBigBrain/status/1476633510714740746,SOLBigBrain,trust,213622,298,,40
104386,Hei Community Check new official website access Donation Gallery support work several way Instagram account development Im proud support artist trust promote work,https://twitter.com/collect0r_nft/status/1476482882260586497,collect0r_nft,trust,48632,13,,3
104473,Web Reviews people enter space project create noise decentralized review aggregator think Rotten Tomatoes web help inform trust gap Contract safety audit app NFT community review,https://twitter.com/chriscantino/status/1476224086812631052,chriscantino,trust,149698,111,,1
104485,Hei Community Check new official website access Donation Gallery support work several way Instagram account development Im proud support artist trust promote work,https://twitter.com/collect0r_nft/status/1476197719190421510,collect0r_nft,trust,48632,7,,0
104507,contacted member community said claimed original account u since handed handle didnt trust right away due murkiness entire situation,https://twitter.com/betty_nft/status/1476152031362510848,betty_nft,trust,86969,9,,0
104560,best cryptoNFT news outlet homegrown trust NFT obsessed,https://twitter.com/DCLBlogger/status/1475981126279700484,DCLBlogger,trust,226389,242,,11
104584,project owner would want get approved Improved community trust Opens project larger investor pool Receive custom KYC show community Positive newsmarketing event Robust promo package included DM u info,https://twitter.com/AssureDefi/status/1475939508747124737,AssureDefi,trust,13393,7,,2
104623,Trust Wallet established leading NFT wallet newcomer experienced crypto user alike multiple NFT blockchains supported coming soon here reason Trust Wallet best,https://twitter.com/TrustWallet/status/1475836436322537476,TrustWallet,trust,2280259,349,,85
104629,HOT AMA AMA opportunity Zuki Moba Team answer question community clear rumor Please give question form Thank trust confidence Zuki Moba,https://twitter.com/ZukiMoba/status/1475822999672541188,ZukiMoba,trust,179064,36,,17
104760,Thank God thing NFT Web stuff getting SUPER tiresome COVID crisis thing tech saving million life starvation Trust,https://twitter.com/nftfreaks/status/1475364060543733762,nftfreaks,trust,105128,14,,0
104812,trust NFT source trust NFT decision,https://twitter.com/thetitanborn/status/1475149581579173896,thetitanborn,trust,87035,122,,12
104820,Say open binder lowball NFT MAXI never work favor today may future trust,https://twitter.com/nftfreaks/status/1475129701496725511,nftfreaks,trust,105128,23,,0
104829,le day EXCLUSIVE pet mint SOLD k almost reached floor price weve barely started trust know moon beyond,https://twitter.com/ApeKidsClub/status/1475094862575902720,ApeKidsClub,trust,104557,400,,132
104875,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1474805672294301698,haningwaslost,trust,20960,10,,2
104993,NUDE trust everyone variant inside,https://twitter.com/haningwaslost/status/1474318959302168576,haningwaslost,trust,20960,5,"['fastmoney_nft', 'MrFoxxnft']",0
105082,youve bought mom crypto Christmas Perfect get dad Hes already got enough sock NFT course Heres exactly gift NFT Christmas help Trust Wallet,https://twitter.com/TrustWallet/status/1474088667786317843,TrustWallet,trust,2280258,325,,85
105121,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1473869867312771072,haningwaslost,trust,20960,13,,3
105405,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1473064133884977153,haningwaslost,trust,20960,15,,4
105511,Majority promoter even care retweet follower trust Sad reality,https://twitter.com/collect0r_nft/status/1472687767524106242,collect0r_nft,trust,48632,3,,0
105554,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1472585267273867269,haningwaslost,trust,20960,12,,3
105645,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1472237050053025792,haningwaslost,trust,20960,8,,2
105771,dev might think necessary happening daily losing trust Getting KYC mean protect right anonymity whilst providing trust community Lets work towards safer,https://twitter.com/AssureDefi/status/1471867660719857669,AssureDefi,trust,13393,21,,7
105780,Stuck get loved one Christmas Spent money crypto already download Trust Wallet FREE Easy Use Store Crypto Instantly Swap Check Charts Prices Buy Crypto InApp Explore DApps Endless Happiness,https://twitter.com/TrustWallet/status/1471850169725501448,TrustWallet,trust,2280261,287,,58
105799,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1471760616654139395,haningwaslost,trust,20960,20,,6
105834,trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1471634491059826688,haningwaslost,trust,20960,19,,8
105835,trust care say know real life would Whats accomplishment Etc NFT PFP say bio Instagram Hustler see know living etc hide,https://twitter.com/0xHustler/status/1471633280407523329,0xHustler,trust,93277,74,,4
105900,trust anyone millionaire name bio NFT giveaway lmfao engagement farming wild day,https://twitter.com/NathanHeadPhoto/status/1471499823912153103,NathanHeadPhoto,trust,104994,260,,11
105924,Watch dm done trust,https://twitter.com/farokh/status/1471400232680402954,farokh,trust,333160,2,['sasha_nft'],0
105946,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1471265569596841984,haningwaslost,trust,20960,17,,6
106016,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1471077293908844546,haningwaslost,trust,20960,24,,13
106018,NUDE trust everyone variant inside peel may find lot u,https://twitter.com/haningwaslost/status/1471060111661535232,haningwaslost,trust,20960,17,,5
